score,segment_count,cumulative_count,rank,percentile,province,year,subject_type,total_exam_count,batch_line
672,19,19,19,6.50239561943874e-05,广东省,2025,历史类,292200,432
671,4,23,23,7.871321013004791e-05,广东省,2025,历史类,292200,432
670,2,25,25,8.555783709787816e-05,广东省,2025,历史类,292200,432
669,8,33,33,0.00011293634496919918,广东省,2025,历史类,292200,432
668,6,39,39,0.00013347022587268994,广东省,2025,历史类,292200,432
667,4,43,43,0.00014715947980835045,广东省,2025,历史类,292200,432
666,5,48,48,0.00016427104722792606,广东省,2025,历史类,292200,432
665,6,54,54,0.00018480492813141683,广东省,2025,历史类,292200,432
664,4,58,58,0.00019849418206707736,广东省,2025,历史类,292200,432
663,13,71,71,0.00024298425735797398,广东省,2025,历史类,292200,432
662,10,81,81,0.00027720739219712527,广东省,2025,历史类,292200,432
661,8,89,89,0.0003045859000684463,广东省,2025,历史类,292200,432
660,6,95,95,0.00032511978097193704,广东省,2025,历史类,292200,432
659,11,106,106,0.0003627652292950034,广东省,2025,历史类,292200,432
658,13,119,119,0.00040725530458590004,广东省,2025,历史类,292200,432
657,6,125,125,0.0004277891854893908,广东省,2025,历史类,292200,432
656,14,139,139,0.0004757015742642026,广东省,2025,历史类,292200,432
655,13,152,152,0.0005201916495550992,广东省,2025,历史类,292200,432
654,8,160,160,0.0005475701574264203,广东省,2025,历史类,292200,432
653,9,169,169,0.0005783709787816565,广东省,2025,历史类,292200,432
652,13,182,182,0.000622861054072553,广东省,2025,历史类,292200,432
651,21,203,203,0.0006947296372347708,广东省,2025,历史类,292200,432
650,16,219,219,0.0007494866529774128,广东省,2025,历史类,292200,432
649,25,244,244,0.0008350444900752909,广东省,2025,历史类,292200,432
648,23,267,267,0.0009137577002053388,广东省,2025,历史类,292200,432
647,23,290,290,0.0009924709103353868,广东省,2025,历史类,292200,432
646,33,323,323,0.001105407255304586,广东省,2025,历史类,292200,432
645,35,358,358,0.0012251882272416154,广东省,2025,历史类,292200,432
644,39,397,397,0.0013586584531143052,广东省,2025,历史类,292200,432
643,45,442,442,0.0015126625598904859,广东省,2025,历史类,292200,432
642,40,482,482,0.001649555099247091,广东省,2025,历史类,292200,432
641,42,524,524,0.0017932922655715263,广东省,2025,历史类,292200,432
640,29,553,553,0.001892539356605065,广东省,2025,历史类,292200,432
639,47,600,600,0.002053388090349076,广东省,2025,历史类,292200,432
638,40,640,640,0.002190280629705681,广东省,2025,历史类,292200,432
637,56,696,696,0.0023819301848049283,广东省,2025,历史类,292200,432
636,39,735,735,0.002515400410677618,广东省,2025,历史类,292200,432
635,57,792,792,0.00271047227926078,广东省,2025,历史类,292200,432
634,48,840,840,0.002874743326488706,广东省,2025,历史类,292200,432
