score,segment_count,cumulative_count,rank,percentile,province,year,subject_type,total_exam_count,batch_line
660,5,4,4,1.4869888475836432e-05,广东省,2021,历史类,269000,448
659,0,4,4,1.4869888475836432e-05,广东省,2021,历史类,269000,448
658,1,5,5,1.858736059479554e-05,广东省,2021,历史类,269000,448
657,0,5,5,1.858736059479554e-05,广东省,2021,历史类,269000,448
656,2,7,7,2.6022304832713754e-05,广东省,2021,历史类,269000,448
655,5,12,12,4.460966542750929e-05,广东省,2021,历史类,269000,448
654,2,14,14,5.204460966542751e-05,广东省,2021,历史类,269000,448
653,6,20,20,7.434944237918216e-05,广东省,2021,历史类,269000,448
652,1,21,21,7.806691449814127e-05,广东省,2021,历史类,269000,448
651,6,27,27,0.0001003717472118959,广东省,2021,历史类,269000,448
650,2,29,29,0.00010780669144981413,广东省,2021,历史类,269000,448
649,5,34,34,0.00012639405204460967,广东省,2021,历史类,269000,448
648,3,37,37,0.00013754646840148698,广东省,2021,历史类,269000,448
647,1,38,38,0.0001412639405204461,广东省,2021,历史类,269000,448
646,3,41,41,0.00015241635687732343,广东省,2021,历史类,269000,448
645,6,47,47,0.00017472118959107808,广东省,2021,历史类,269000,448
644,5,52,52,0.0001933085501858736,广东省,2021,历史类,269000,448
643,8,60,60,0.00022304832713754646,广东省,2021,历史类,269000,448
642,8,68,68,0.00025278810408921933,广东省,2021,历史类,269000,448
641,11,79,79,0.0002936802973977695,广东省,2021,历史类,269000,448
640,7,85,85,0.00031598513011152417,广东省,2021,历史类,269000,448
639,9,94,94,0.00034944237918215615,广东省,2021,历史类,269000,448
638,8,102,102,0.000379182156133829,广东省,2021,历史类,269000,448
637,10,112,112,0.00041635687732342007,广东省,2021,历史类,269000,448
636,10,122,122,0.00045353159851301114,广东省,2021,历史类,269000,448
635,7,129,129,0.0004795539033457249,广东省,2021,历史类,269000,448
634,17,146,146,0.0005427509293680297,广东省,2021,历史类,269000,448
633,17,163,163,0.0006059479553903346,广东省,2021,历史类,269000,448
632,10,172,172,0.0006394052044609665,广东省,2021,历史类,269000,448
631,19,191,191,0.0007100371747211896,广东省,2021,历史类,269000,448
630,23,214,214,0.0007955390334572491,广东省,2021,历史类,269000,448
629,14,228,228,0.0008475836431226766,广东省,2021,历史类,269000,448
628,18,246,246,0.0009144981412639406,广东省,2021,历史类,269000,448
627,16,261,261,0.0009702602230483271,广东省,2021,历史类,269000,448
626,25,286,286,0.0010631970260223049,广东省,2021,历史类,269000,448
625,21,307,307,0.001141263940520446,广东省,2021,历史类,269000,448
624,21,328,328,0.0012193308550185874,广东省,2021,历史类,269000,448
